243, -41, 1
244, 7, -1
245, -1, 1
246, -71, 1
247, -65, 1
248, -29, 1
249, 53, -1
250, 75, -1
251, -53, 1
252, 25, -1
253, 81, -1
254, 47, -1
255, 105, -1
256, -17, 1
257, -113, 1
258, 23, -1
259, -41, 1
260, 7, -1
261, -1, 1
262, -71, 1
263, -65, 1
264, -29, 1
265, 53, -1
266, 75, -1
267, -53, 1
268, 25, -1
269, 81, -1
270, 47, -1
271, 105, -1
272, -17, 1
273, -113, 1
274, 23, -1
275, -41, 1
276, 7, -1
277, -1, 1
278, -71, 1
279, -65, 1
280, -29, 1
281, 53, -1
282, 75, -1
283, -53, 1
284, 25, -1
285, 81, -1
286, 47, -1
287, 105, -1
288, -17, 1
289, -113, 1
290, 23, -1
291, -41, 1
292, 7, -1
293, -1, 1
294, -71, 1
295, -65, 1
296, -29, 1
297, 53, -1
298, 75, -1
299, -53, 1
300, 25, -1
301, 81, -1
302, 47, -1
303, 105, -1
304, -17, 1
305, -113, 1
306, 23, -1
307, -41, 1
308, 7, -1
309, -1, 1
310, -71, 1
311, -65, 1
312, -29, 1
313, 53, -1
314, 75, -1
315, -53, 1
316, 25, -1
317, 81, -1
318, 47, -1
319, 105, -1
320, -17, 1
321, -113, 1
322, 23, -1
323, -41, 1
324, 7, -1
325, -1, 1
326, -71, 1
327, -65, 1
328, -29, 1
329, 53, -1
330, 75, -1
331, -53, 1
332, 25, -1
333, 81, -1
334, 47, -1
335, 105, -1
336, -17, 1
337, -113, 1
338, 23, -1
339, -41, 1
340, 7, -1
341, -1, 1
342, -71, 1
343, -65, 1
344, -29, 1
345, 53, -1
346, 75, -1
347, -53, 1
348, 25, -1
349, 81, -1
350, 47, -1
351, 105, -1
352, -17, 1
353, -113, 1
354, 23, -1
355, -41, 1
356, 7, -1
357, -1, 1
358, -71, 1
359, -65, 1
360, -29, 1
361, 53, -1
362, 75, -1
363, -53, 1
364, 25, -1
365, 81, -1
366, 47, -1
367, 105, -1
368, -17, 1
369, -113, 1
370, 23, -1
371, -41, 1
372, 7, -1
373, -1, 1
374, -71, 1
375, -65, 1
376, -29, 1
377, 53, -1
378, 75, -1
379, -53, 1
380, 25, -1
381, 81, -1
382, 47, -1
383, 105, -1
384, -17, 1
385, -113, 1
386, 23, -1
387, -41, 1
388, 7, -1
389, -1, 1
390, -71, 1
391, -65, 1
392, -29, 1
393, 53, -1
394, 75, -1
395, -53, 1
396, 25, -1
397, 81, -1
398, 47, -1
399, 105, -1
400, -17, 1
401, -113, 1
402, 23, -1
403, -41, 1
404, 7, -1
405, -1, 1
406, -71, 1
407, -65, 1
408, -29, 1
409, 53, -1
410, 75, -1
411, -53, 1
412, 25, -1
413, 81, -1
414, 47, -1
415, 105, -1
416, -17, 1
417, -113, 1
418, 23, -1
419, -41, 1
420, 7, -1
421, -1, 1
422, -71, 1
423, -65, 1
424, -29, 1
425, 53, -1
426, 75, -1
427, -53, 1
428, 25, -1
429, 81, -1
430, 47, -1
431, 105, -1
432, -17, 1
433, -113, 1
434, 23, -1
435, -41, 1
436, 7, -1
437, -1, 1
438, -71, 1
439, -65, 1
440, -29, 1
441, 53, -1
442, 75, -1
443, -53, 1
444, 25, -1
445, 81, -1
446, 47, -1
447, 105, -1
448, -17, 1
449, -113, 1
450, 23, -1
451, -41, 1
452, 7, -1
453, -1, 1
454, -71, 1
455, -65, 1
456, -29, 1
457, 53, -1
458, 75, -1
459, -53, 1
460, 25, -1
461, 81, -1
462, 47, -1
463, 105, -1
464, -17, 1
465, -113, 1
466, 23, -1
467, -41, 1
468, 7, -1
469, -1, 1
470, -71, 1
471, -65, 1
472, -29, 1
473, 53, -1
474, 75, -1
475, -53, 1
476, 25, -1
477, 81, -1
478, 47, -1
479, 105, -1
480, -17, 1
481, -113, 1
482, 23, -1
483, -41, 1
484, 7, -1
485, -1, 1
486, -71, 1
487, -65, 1
488, -29, 1
489, 53, -1
490, 75, -1
491, -53, 1
492, 25, -1
493, 81, -1
494, 47, -1
495, 105, -1
496, -17, 1
497, -113, 1
498, 23, -1
499, -41, 1
500, 7, -1
501, -1, 1
502, -71, 1
503, -65, 1
504, -29, 1
505, 53, -1
